id,LivArea,grade,Area_of_house(excluding_basement),Area_of_basement,number_of_bedrooms,YearBuilt,SalePrice
6762810487,3070,9,2400,670,4,1927,1570000
6762810683,3160,10,3160,0,4,1997,1380000
6762811107,5940,11,4950,990,4,2004,1150000
6762811206,2640,8,1750,890,3,1926,1100000
6762811343,2920,8,1470,1450,4,1921,1050000
6762811548,2510,8,1810,700,3,1932,994000
6762811653,3480,8,3480,0,5,1964,970000
6762811677,3250,8,2370,880,3,1951,967500
6762811702,3720,10,3720,0,5,2005,960000
6762811793,2290,9,2290,0,4,1978,949880
6762812408,3720,9,3720,0,4,1991,857000
6762812666,1850,8,1430,420,4,1978,830000
6762812966,2680,8,1380,1300,4,1952,800000
6762813213,2520,8,1560,960,3,1925,780000
6762813477,3330,9,3330,0,4,2009,760000
6762813566,2610,9,2610,0,3,2014,754950
6762813587,1880,8,1880,0,2,1902,751750
6762813845,3390,9,3390,0,5,2004,735000
6762813896,2330,9,1410,920,3,2004,732000
6762813907,1840,7,1010,830,3,1951,730001
6762813980,2740,10,2740,0,4,1990,725000
6762813981,2500,7,1450,1050,3,1940,725000
6762814152,2160,8,2160,0,2,2002,715000
6762814603,3000,8,1970,1030,4,1913,688000
6762814627,2810,9,2810,0,3,2001,685000
6762814799,2540,9,2540,0,3,1940,675000
6762815728,2710,8,1650,1060,3,2005,627000
6762816654,2370,7,2370,0,3,1979,587000
6762816672,1850,8,1850,0,3,1983,585000
6762817056,1930,8,1930,0,3,1977,570000
6762817121,4850,10,4850,0,5,2001,569950
6762817942,1960,7,1960,0,4,1940,540000
6762818114,1040,7,1040,0,2,1951,535000
6762818115,2340,7,2340,0,4,1921,535000
6762818342,1210,7,1210,0,3,1924,529000
6762818372,2310,8,1760,550,3,1977,527500
6762818414,2750,7,1750,1000,5,1926,525000
6762818723,3200,7,3200,0,4,2005,515000
6762819078,1760,8,1760,0,3,1988,500000
6762819230,1820,8,1430,390,3,2014,499950
6762819347,1940,7,1430,510,4,1956,495000
6762819348,1750,9,1750,0,3,2013,495000
6762819586,1590,7,1590,0,3,1985,488000
6762819766,1150,7,1150,0,3,1943,480000
6762819893,1720,8,1720,0,4,1978,477000
6762819932,1230,7,1230,0,3,1984,475000
6762819933,3400,8,2500,900,4,1991,475000
6762820209,1160,7,860,300,2,1942,468000
6762820268,1560,7,1560,0,3,1967,465000
6762820437,1600,8,1240,360,3,2006,460000
6762820566,1840,7,1050,790,3,1925,457500
6762820602,2420,7,2420,0,3,1998,455600
6762820603,1460,7,1460,0,3,1975,455500
6762820762,2510,9,2510,0,4,2009,450800
6762820774,2520,7,2520,0,4,1999,450000
6762821044,1870,8,1870,0,3,2003,445830
6762821372,1650,7,1650,0,3,1961,438000
6762821447,1270,7,1270,0,3,1928,435000
6762821799,920,6,920,0,2,1910,427000
6762822273,1950,7,1350,600,3,1964,415000
6762822274,1900,7,1130,770,5,1961,415000
6762822626,1980,7,1310,670,3,1949,405000
6762822627,910,7,910,0,2,1942,405000
6762822798,1470,7,1470,0,2,1940,400000
6762822939,1296,8,1296,0,3,2009,399950
6762822989,2870,8,2540,330,4,1979,399000
6762823374,2330,7,1190,1140,5,1962,389000
6762823830,1440,7,1440,0,3,1973,375000
6762823831,2000,7,1520,480,3,1965,375000
6762824054,1280,7,1080,200,2,2009,370000
6762824409,1050,7,1050,0,3,1954,360000
6762824410,1570,7,1570,0,3,1954,360000
6762824637,1810,7,1810,0,4,2003,355000
6762825136,1180,7,990,190,2,2005,345000
6762825221,2330,7,1400,930,4,1941,344950
6762825756,1360,7,1360,0,4,1955,330000
6762825906,1600,7,1150,450,3,1964,329000
6762825970,1810,7,1810,0,3,1970,326500
6762825974,880,6,880,0,2,1942,326100
6762826000,1780,9,1780,0,3,1983,325000
6762826608,1320,7,1320,0,3,1948,313000
6762826615,1630,7,1630,0,4,2003,312900
6762826633,1255,7,1255,0,3,2004,312000
6762826890,2100,7,1050,1050,4,1968,305000
6762826987,900,7,900,0,3,1972,304000
6762827340,1410,7,960,450,5,1955,295832
6762827457,3250,9,3250,0,4,1973,293000
6762827480,2840,7,1710,1130,5,2003,292050
6762827859,1982,8,1982,0,4,2004,283200
6762827879,1680,7,1240,440,3,1994,282000
6762827922,1200,6,920,280,3,1943,280000
6762828276,1670,7,1320,350,3,1987,274950
6762828531,1930,7,1030,900,4,1967,268000
6762828610,1440,7,1000,440,3,1983,265000
6762828723,1658,8,1658,0,3,2014,263900
6762828796,1630,7,1630,0,3,2003,260000
6762829010,960,7,960,0,3,1955,255000
6762829550,910,6,910,0,3,1971,244000
6762830782,1720,7,1120,600,4,1961,200000
6762831339,1180,6,1180,0,2,1918,160000
6762810220,4260,11,4260,0,4,2000,2000000
6762810234,4440,10,3140,1300,8,1959,1970000
6762810639,2980,10,2140,840,4,1900,1400000
6762810640,4700,11,2520,2180,4,2005,1400000
6762810829,3240,10,2260,980,4,1946,1290000
6762810979,3650,9,2530,1120,4,1951,1210000
6762811059,1970,8,1100,870,3,1937,1180000
6762811207,2050,8,2050,0,2,1950,1100000
6762811513,3150,9,3150,0,7,1957,999000
6762811674,3610,9,2070,1540,6,1959,968000
6762811703,2410,9,1800,610,4,1929,960000
6762811895,2690,7,1840,850,3,1943,925000
6762812057,2300,9,2300,0,6,1950,900000
6762812107,2680,8,1450,1230,5,1963,898000
6762812243,2280,7,1280,1000,3,1917,875000
6762812562,2520,8,1410,1110,3,1906,840500
6762812566,3040,9,2100,940,4,1906,840000
6762812567,3420,10,3420,0,4,2000,840000
6762812568,2330,8,1300,1030,4,1924,840000
6762812774,2510,9,2510,0,3,1995,820000
6762812818,2000,8,2000,0,4,2001,815000
6762813035,2580,8,2580,0,4,1984,799000
6762813197,3910,9,3130,780,4,2007,782000
6762813729,1490,7,1140,350,3,1947,745000
6762813769,2080,7,1080,1000,2,1923,740000
6762813770,2920,9,2920,0,4,1998,740000
6762813813,2810,9,2810,0,3,2005,739000
6762814346,2320,8,1720,600,2,1925,700000
6762814347,4490,9,3390,1100,4,2006,700000
6762814687,3150,9,3150,0,4,2006,681716
6762814689,1700,7,1700,0,3,1907,681000
6762814970,2190,9,2190,0,3,1987,665000
6762815150,2990,8,2990,0,4,2003,655000
6762815566,2300,8,2000,300,3,1921,635000
6762815658,2740,9,2740,0,4,1993,630000
6762815875,2180,9,2180,0,3,1986,621138
6762816280,2510,9,2510,0,4,1960,600000
6762816281,1580,7,1150,430,3,1967,600000
6762816408,2020,8,1010,1010,4,1917,599000
6762816549,1650,7,1650,0,3,1926,590000
6762816616,1110,7,1110,0,3,1932,589000
6762816784,1940,7,970,970,5,1945,580000
6762817186,4140,7,2070,2070,7,1978,565000
6762817453,3160,8,2650,510,3,2006,555000
6762817577,1660,5,930,730,4,1933,550000
6762817884,2230,7,1450,780,4,1974,544500
6762818072,1550,7,1550,0,3,1999,537000
6762818116,1720,8,1720,0,3,1994,535000
6762818724,2680,8,2680,0,4,2004,515000
6762818845,1400,7,870,530,3,1951,510250
6762818848,2040,7,1020,1020,4,1961,510000
6762819231,2798,9,2798,0,4,2012,499950
6762819470,2360,8,2360,0,4,2003,490000
6762819850,1980,9,1980,0,3,1994,479900
6762820051,1400,8,1400,0,2,2000,474800
6762820269,4250,10,2150,2100,6,1967,465000
6762820270,1840,7,1840,0,3,2003,465000
6762820438,2230,8,2230,0,4,1991,460000
6762820775,1100,7,1100,0,3,1917,450000
6762821365,1610,7,1610,0,3,1947,438750
6762821576,1980,7,1270,710,3,1965,432500
6762821640,3890,8,2390,1500,3,1943,430000
6762821745,1350,8,1350,0,2,2005,429000
6762821838,1680,7,1080,600,4,1979,425000
6762822060,1820,7,1250,570,3,1977,420000
6762823101,2250,7,2250,0,3,2006,395000
6762823630,1660,7,1660,0,3,1949,380000
6762824055,800,6,800,0,3,1908,370000
6762824056,3090,9,3090,0,4,1995,370000
6762824249,1300,7,1300,0,3,1963,365000
6762824348,3753,10,3336,417,4,2008,363000
6762824638,1270,7,960,310,2,1920,355000
6762824639,2400,9,2400,0,3,1990,355000
6762825137,1080,7,1080,0,2,1940,345000
6762825557,1480,6,740,740,4,1910,335000
6762825976,1720,7,1720,0,3,1958,326000
6762826001,1050,7,1050,0,2,2005,325000
6762826465,1300,7,900,400,3,1993,315000
6762826679,1430,7,1430,0,3,1927,310000
6762826863,1680,8,1680,0,3,1984,306000
6762826891,1160,7,1160,0,3,1968,305000
6762827249,1390,7,1390,0,3,1954,299000
6762827755,800,6,800,0,2,1954,285000
6762828122,1450,6,990,460,4,1964,277000
6762828383,1430,6,1430,0,3,1953,270000
6762828384,1300,6,650,650,3,1918,270000
6762828568,2495,8,2495,0,3,2007,267000
6762828589,1430,7,1430,0,3,1966,266200
6762829099,1060,6,1060,0,2,1952,254000
6762829100,1480,7,1480,0,3,1992,254000
6762829117,1400,7,1400,0,3,1968,253400
6762829452,1300,7,1300,0,3,1996,245100
6762829545,2060,7,2060,0,3,1999,244615
6762829586,1310,7,1310,0,3,1979,242000
6762829776,1830,7,1200,630,4,1989,236000
6762830129,2030,7,1220,810,3,1979,225000
6762830130,1680,8,1680,0,3,1994,225000
6762830209,1560,7,1040,520,3,1964,224000
6762830266,1180,7,1180,0,3,1946,220000
6762830417,1320,6,1320,0,2,1943,215000
6762830418,1210,6,1210,0,3,1983,215000
6762830536,880,7,880,0,2,2007,210000
6762831024,1700,5,850,850,2,1927,189000
6762831047,1390,7,1390,0,2,1986,186950
6762831186,830,7,830,0,2,1996,175000
6762831279,1100,7,1100,0,3,1969,168500
6762831375,740,5,740,0,2,1949,157500
6762831419,720,5,720,0,2,1942,151000
6762831424,820,6,820,0,3,1910,150000
6762831497,780,5,780,0,2,1948,135000
6762831538,1340,6,1340,0,3,1978,124740
6762810059,6980,12,5330,1650,6,1999,3100000
6762810088,4430,10,4430,0,4,1952,2750000
6762810130,4730,10,4270,460,4,1935,2450000
6762810616,4960,11,3680,1280,4,1909,1430000
6762810704,5960,10,4770,1190,5,1984,1360000
6762811747,4140,11,4140,0,4,2000,950000
6762812373,2770,10,2770,0,3,1991,860000
6762812775,2280,8,1960,320,4,1940,820000
6762813107,2900,8,1890,1010,5,1967,790000
6762813597,2170,8,1450,720,5,1911,750500
6762814049,1960,8,1290,670,4,1959,723000
6762814486,2390,9,2390,0,3,2006,695000
6762814544,2920,9,2920,0,4,1990,690000
6762814628,1940,8,1440,500,3,1960,685000
6762814693,2330,7,1520,810,3,1927,680000
6762814875,2620,9,2620,0,4,2000,672500
6762814883,2620,7,2620,0,3,1992,672000
6762815120,3310,9,3310,0,4,2008,658000
6762815220,2930,9,2930,0,3,2008,650880
6762815393,1730,9,1320,410,3,2008,645000
6762815562,1640,7,920,720,4,1921,635200
6762815948,2300,8,1550,750,4,1915,619000
6762816252,2760,9,2760,0,4,1999,602500
6762816282,2930,9,2030,900,3,1993,600000
6762816466,1480,7,750,730,3,1928,595000
6762817187,2440,8,2440,0,4,1996,565000
6762817578,2450,7,1240,1210,5,1900,550000
6762817943,2600,7,1400,1200,3,1940,540000
6762818117,1360,7,1310,50,3,2003,535000
6762818343,1590,7,1590,0,3,1944,529000
6762818415,2630,8,2630,0,5,2003,525000
6762818416,2600,9,1890,710,3,1989,525000
6762818849,2240,8,1370,870,3,1929,510000
6762819034,2590,8,1980,610,3,1988,503000
6762819626,1600,7,1600,0,4,1916,485000
6762819920,2110,7,1110,1000,3,1924,475300
6762820080,4410,9,2350,2060,6,1965,472000
6762820726,2590,8,1340,1250,4,1968,452000
6762820776,2240,7,1120,1120,4,1956,450000
6762820942,2320,8,2320,0,4,2012,449950
6762821057,1990,7,1190,800,4,1944,445000
6762821419,1260,7,1040,220,2,1951,436500
6762822414,1950,8,1950,0,3,1985,412000
6762822628,1240,7,1240,0,3,1988,405000
6762822629,1880,7,960,920,5,1963,405000
6762822749,710,7,710,0,2,1943,402000
6762822799,1390,7,1140,250,4,1965,400000
6762822800,1240,7,800,440,4,1987,400000
6762822801,1930,7,1020,910,5,1962,400000
6762822802,1670,7,1670,0,4,1955,400000
6762823102,1320,6,1320,0,2,1909,395000
6762823375,910,7,910,0,2,1952,389000
6762824203,810,6,810,0,2,1919,367500
6762824842,2040,7,2040,0,4,2011,350000
6762825044,1700,7,1120,580,4,1981,349000
6762825717,2270,7,1380,890,3,1977,332000
6762825887,1460,7,1100,360,3,1971,329932
6762826892,1000,8,1000,0,2,2006,305000
6762827028,900,6,900,0,2,1925,302000
6762827070,820,6,820,0,2,1916,300000
6762827071,2080,8,2080,0,3,1989,300000
6762827354,2290,7,2290,0,4,2001,295000
6762828554,1590,7,1090,500,3,1957,267500
6762828586,1880,7,1180,700,4,1978,266500
6762828700,1720,7,1120,600,4,1978,264950
6762828716,1470,7,1470,0,3,1958,264000
6762828757,1500,5,880,620,2,1928,262000
6762829197,1110,6,1110,0,2,1951,250000
6762829429,1270,7,1270,0,3,1964,246500
6762829934,1530,7,1530,0,4,1942,231000
6762829948,950,6,950,0,2,1958,230000
6762830537,1590,7,1590,0,3,1986,210000
6762831391,1250,7,1030,220,3,1949,155000
6762831466,1010,6,1010,0,3,1954,145000
6762831611,900,5,900,0,2,1918,83000
6762810035,5550,12,3350,2200,4,2000,3710000
6762810136,4140,10,3300,840,4,1977,2400000
6762810275,4180,11,4180,0,5,2004,1890000
6762810666,5700,10,2850,2850,6,1977,1390000
6762810698,2090,9,2090,0,3,1928,1370000
6762810877,3150,9,3150,0,4,1966,1260000
6762811748,2500,8,1500,1000,4,1970,950000
6762811966,3760,9,2860,900,4,2014,919204
6762812374,3060,10,3060,0,3,1983,860000
6762812569,4290,10,4290,0,7,1982,840000
6762812710,2780,9,2780,0,3,2009,825500
6762812967,1730,7,1730,0,2,1947,800000
6762813603,1700,8,1460,240,3,1947,750000
6762813604,2600,8,1560,1040,4,1976,750000
6762813771,3990,8,3090,900,5,1937,740000
6762813846,2840,8,2060,780,4,1931,735000
6762814153,3420,8,1770,1650,4,1947,715000
6762814348,2310,7,1490,820,4,1927,700000
6762814629,2310,9,2310,0,4,2013,685000
6762815105,3190,8,2210,980,4,1946,659000
6762815151,2060,8,1440,620,4,1983,655000
6762815230,1740,8,1210,530,2,1994,650000
6762815388,1890,7,1890,0,2,1909,645500
6762815444,2670,10,2670,0,3,1987,642000
6762815445,2560,9,2560,0,4,1992,642000
6762815757,4240,10,3550,690,4,1989,625000
6762817147,2340,7,1170,1170,4,1966,568000
6762817320,2000,8,2000,0,3,1953,560000
6762817819,2720,8,2720,0,4,2012,545000
6762818246,1950,8,1950,0,3,1988,530000
6762819259,2620,8,2620,0,4,2013,499431
6762819471,1920,7,960,960,3,1947,490000
6762819565,2260,9,2260,0,3,1994,489000
6762819934,1540,7,1540,0,2,1983,475000
6762820271,1820,8,1340,480,4,1977,465000
6762820518,2580,7,1290,1290,3,1951,459900
6762820555,3090,8,2990,100,5,1957,458000
6762821800,2220,7,1230,990,5,1973,427000
6762821839,1680,6,840,840,3,1900,425000
6762821840,1510,7,1240,270,3,1989,425000
6762821841,1820,7,1260,560,3,1974,425000
6762822275,1340,8,1340,0,2,2004,415000
6762822990,940,6,940,0,2,1911,399000
6762823103,2910,8,2910,0,4,2002,395000
6762823441,2120,9,2120,0,3,1991,386000
6762823463,1220,6,1220,0,3,1901,385000
6762823541,1860,7,1860,0,3,2000,384950
6762823981,1200,7,1200,0,3,1971,374000
6762824161,1550,7,1150,400,3,1959,369000
6762824243,1490,7,1490,0,3,2009,365250
6762824608,1090,7,730,360,2,1942,356700
6762825029,2200,8,2200,0,3,1990,349900
6762825718,1000,6,1000,0,2,1942,332000
6762825757,1240,7,1240,0,2,2007,330000
6762826002,2180,7,1090,1090,3,1961,325000
6762826211,2280,8,2280,0,4,1994,322000
6762826466,1060,7,1060,0,3,1981,315000
6762827199,1210,7,1210,0,3,1955,299950
6762827923,1880,6,940,940,2,1919,280000
6762828797,1050,7,1050,0,3,1980,260000
6762829322,1290,7,1290,0,4,1957,249950
6762829621,1330,7,630,700,3,1900,240000
6762830899,1560,6,1560,0,3,1992,196440
6762830980,1590,7,1090,500,3,1978,190000
6762831282,1220,8,1220,0,2,1976,168000
6762814520,2460,9,2460,0,3,1996,693000
6762815050,2675,8,2675,0,3,1984,660000
6762815991,1760,9,1760,0,3,2014,615000
6762816655,2550,9,2550,0,4,1992,587000
6762818052,2080,8,2080,0,5,1987,538888
6762827617,1960,7,1960,0,3,2004,289950
6762810448,3640,10,2540,1100,5,1982,1600000
6762810531,3480,9,2580,900,4,1926,1510000
6762812553,2630,8,2630,0,4,1953,843500
6762815051,2780,10,2780,0,4,1978,660000
6762820526,1620,7,1090,530,3,1974,459000
6762829198,750,6,750,0,1,1918,250000
6762829570,1790,7,1040,750,3,1960,243000
6762810235,4370,10,3610,760,4,2003,1970000
6762810890,3160,8,3160,0,5,1972,1250000
6762811391,2230,9,2230,0,3,2003,1040000
6762811482,2730,9,2730,0,3,1998,1000000
6762811583,1670,8,1670,0,3,1912,985000
6762811682,2460,8,1620,840,4,1938,965000
6762811729,3020,10,2720,300,3,1969,955000
6762811827,3270,9,3270,0,4,2014,939000
6762812295,4500,9,3040,1460,4,1980,870000
6762812776,2160,8,1390,770,3,1960,820000
6762812900,1840,8,1840,0,4,1917,809000
6762812954,2210,8,2210,0,2,2003,802000
6762813143,3740,10,3740,0,3,1991,789000
6762813909,2360,7,1260,1100,4,1939,730000
6762813975,3190,9,3190,0,4,2001,725995
6762814616,4400,9,4400,0,4,1993,687000
6762814619,1840,8,1840,0,3,1961,686000
6762814800,2610,9,2610,0,3,1988,675000
6762814941,2710,9,2710,0,4,1999,668500
6762814971,2720,10,2720,0,4,1987,665000
6762815036,1990,8,1420,570,4,1932,661000
6762815192,2290,9,2290,0,3,2006,653000
6762815394,2430,8,1670,760,4,1963,645000
6762815567,1960,8,980,980,3,1940,635000
6762815708,1760,7,960,800,3,1920,629000
6762815992,2150,8,2150,0,4,1985,615000
6762816086,3990,8,1990,2000,5,1962,610000
6762816666,2910,8,1590,1320,5,1977,585083
6762816785,2220,8,2220,0,4,1988,580000
6762817142,2180,7,1310,870,3,1981,568500
6762817397,2930,9,1860,1070,3,2004,559900
6762817579,1810,7,1810,0,3,1925,550000
6762817580,1840,7,920,920,3,1926,550000
6762817887,1790,7,1790,0,3,1910,544000
6762817944,1720,7,1460,260,4,1925,540000
6762818118,1690,8,1690,0,3,1984,535000
6762818417,2910,9,2910,0,4,2006,525000
6762819079,1720,7,960,760,3,1941,500000
6762819438,2770,8,1580,1190,3,1978,492000
6762820073,1750,7,1490,260,3,1982,472500
6762820191,950,6,950,0,3,1948,469000
6762820260,1890,7,1290,600,3,1965,465500
6762820608,1170,7,970,200,2,1941,455000
6762820609,1140,7,850,290,2,1947,455000
6762821204,1110,7,1000,110,2,1947,440150
6762821212,2340,8,1720,620,4,1967,440000
6762821329,1410,8,1410,0,2,1909,439900
6762821332,1120,7,1120,0,3,1956,439800
6762821577,2240,7,2240,0,3,2002,432500
6762821641,990,7,990,0,2,1947,430000
6762822439,2150,8,1240,910,4,1976,411000
6762822457,1790,7,1490,300,4,1969,410000
6762822630,1710,7,1330,380,2,1920,405000
6762822707,2030,7,1330,700,3,1963,404000
6762822803,1495,8,1405,90,3,2006,400000
6762823104,730,7,730,0,1,1911,395000
6762823237,1410,7,1290,120,3,2004,391000
6762823631,1210,8,1060,150,2,1950,380000
6762824227,1510,7,1510,0,3,1967,366000
6762824843,2680,8,2680,0,3,1990,350000
6762825138,1990,7,1320,670,3,1963,345000
6762825274,1175,8,740,435,2,2005,342000
6762825954,1320,7,1320,0,3,1970,327000
6762826246,3020,8,1510,1510,5,1978,320000
6762826440,2130,8,1570,560,3,1987,316000
6762826467,960,6,960,0,3,1952,315000
6762826893,1140,7,1140,0,2,1988,305000
6762826894,950,7,950,0,3,1950,305000
6762827072,2070,8,2070,0,4,2003,300000
6762827304,1950,7,1950,0,3,2010,298000
6762827531,2080,8,2080,0,3,2002,290000
6762827756,1380,7,1140,240,2,2011,285000
6762828170,1380,7,1380,0,3,2008,275000
6762828277,1450,6,1050,400,3,1958,274950
6762828385,1920,8,1920,0,4,1998,270000
6762829199,1850,7,1540,310,4,1978,250000
6762830839,1010,7,1010,0,3,1969,199950
6762831392,720,6,720,0,1,1940,155000
6762810796,2790,8,2790,0,4,1985,1300000
6762811208,2930,9,2130,800,4,1925,1100000
6762811209,2580,9,1300,1280,4,1950,1100000
6762811295,4130,11,4130,0,4,2001,1070000
6762811622,2290,9,2120,170,4,1958,975000
6762811704,3040,10,3040,0,5,1993,960000
6762811705,4590,10,3490,1100,4,1981,960000
6762811812,3490,9,2460,1030,5,1980,941500
6762811869,2200,8,1430,770,4,1908,930000
6762811870,2680,9,2680,0,2,2006,930000
6762812244,3720,8,1860,1860,4,1970,875000
6762812455,1370,7,770,600,3,1911,850000
6762812531,2550,9,2550,0,5,1905,847000
6762812616,1550,9,1550,0,4,1930,835000
6762812667,2080,9,2080,0,3,2004,830000
6762813156,1840,8,1540,300,3,1910,785200
6762813364,2430,10,2430,0,3,1987,770000
6762814073,2870,9,2870,0,4,1986,720000
6762814122,1030,7,1030,0,3,1952,718000
6762814197,2050,7,2050,0,3,1951,713250
6762814202,1660,7,1660,0,3,1956,712500
6762814226,2140,8,1070,1070,3,1928,710000
6762814487,2961,9,2961,0,4,1998,695000
6762814587,2390,8,1390,1000,3,1942,689800
6762815052,2290,9,2290,0,3,1953,660000
6762815179,2790,9,2790,0,4,1987,654950
6762815231,2550,8,2550,0,5,1902,650000
6762815465,2370,9,2370,0,3,1993,640000
6762816052,1350,7,1350,0,3,1991,613000
6762816053,2070,7,1340,730,5,1967,613000
6762816184,2740,7,1670,1070,5,1925,605000
6762816185,2060,8,1120,940,3,1947,605000
6762816283,2620,8,2620,0,4,1987,600000
6762816284,1960,8,1290,670,4,1958,600000
6762816550,2360,8,2360,0,4,1939,590000
6762816777,3150,8,3150,0,4,2014,580135
6762816924,3800,10,3330,470,3,1976,575000
6762816925,3120,10,3120,0,4,2010,575000
6762817040,1300,6,1300,0,3,1952,571500
6762817286,2090,8,2090,0,3,1983,562100
6762817321,2000,7,1400,600,3,1963,560000
6762817581,2170,7,1460,710,4,1980,550000
6762817779,2110,8,2110,0,3,2001,548000
6762817820,1810,7,1810,0,3,1903,545000
6762818247,1250,7,1250,0,3,1942,530000
6762819035,2190,9,2190,0,3,1999,503000
6762819080,1620,7,830,790,3,1945,500000
6762819349,2220,8,1110,1110,4,1961,495000
6762819412,2670,8,2670,0,5,2014,494995
6762819935,2600,8,2600,0,3,1989,475000
6762820049,1800,8,1800,0,3,1976,474900
6762820098,3030,8,2020,1010,4,1998,471000
6762820962,2040,7,1200,840,5,1969,449500
6762821213,1230,7,1130,100,2,1906,440000
6762821214,1680,8,1680,0,3,1989,440000
6762821405,2120,7,2120,0,5,1913,437000
6762821448,2220,7,1110,1110,3,1988,435000
6762821593,1970,7,1970,0,3,2003,432000
6762821642,1360,6,910,450,3,1924,430000
6762821643,1790,7,1110,680,4,1973,430000
6762821784,2340,8,2340,0,3,2013,427874
6762821842,1660,7,1110,550,3,1979,425000
6762821843,1870,7,1440,430,3,1978,425000
6762821844,1140,8,1140,0,2,2007,425000
6762822061,1660,8,1380,280,3,1981,420000
6762822539,1370,6,1370,0,2,1944,409950
6762822735,2780,8,2780,0,3,2009,402500
6762822804,1200,7,1200,0,3,1962,400000
6762822805,1450,7,1450,0,3,2009,400000
6762823249,1080,7,1080,0,3,1947,390000
6762823819,2550,8,1750,800,6,1958,375900
6762824250,1720,7,1720,0,3,1990,365000
6762824344,2240,8,2240,0,4,2014,363990
6762825924,1950,9,1950,0,3,1990,328500
6762826003,2250,8,2250,0,3,1980,325000
6762826247,1880,6,940,940,3,1952,320000
6762826248,1530,8,1140,390,3,2013,320000
6762826468,2090,7,2090,0,5,1998,315000
6762826634,1830,7,1830,0,4,2003,312000
6762826635,1540,7,770,770,3,1954,312000
6762826794,2481,8,2481,0,5,2014,309000
6762827355,1170,7,1170,0,2,1963,295000
6762827757,2880,8,1580,1300,3,1958,285000
6762827924,1480,7,1480,0,2,1940,280000
6762827925,1590,6,1590,0,3,1926,280000
6762828324,1410,7,1410,0,3,1983,272500
6762828532,1970,8,1970,0,3,1966,268000
6762829122,1220,7,860,360,2,1921,253000
6762829200,1765,7,1765,0,3,1996,250000
6762829719,1340,7,1340,0,3,1968,239000
6762829720,1040,6,1040,0,3,1942,239000
6762829794,1530,7,1530,0,3,1970,235000
6762829795,720,6,720,0,2,1947,235000
6762829796,1250,7,1250,0,3,1959,235000
6762829883,940,5,940,0,2,1952,234000
6762829949,1440,6,720,720,3,1942,230000
6762830131,1200,6,1200,0,3,1969,225000
6762830221,1030,7,1030,0,3,1961,223000
6762830234,1200,7,1200,0,3,1995,222400
6762830538,1110,7,1110,0,3,1962,210000
6762830666,1060,6,1060,0,3,1962,206000
6762830954,1180,7,1180,0,3,1960,193000
6762831222,1240,7,1240,0,2,1986,174500
6762831425,1320,7,1320,0,3,1959,150000
6762810137,3410,9,2760,650,5,1912,2400000
6762810217,3810,10,3810,0,6,1969,2010000
6762810261,2660,10,2660,0,3,1992,1900000
6762810862,3200,7,2160,1040,5,1952,1270000
6762811160,3880,9,2540,1340,5,1979,1130000
6762811210,2660,8,1470,1190,5,1969,1100000
6762811414,2640,9,1320,1320,3,1960,1030000
6762811570,3280,9,2440,840,5,2003,989000
6762812025,2770,9,2770,0,4,1987,907500
6762812245,3790,10,3790,0,4,1999,875000
6762812332,2090,7,1610,480,3,1947,865000
6762812375,4720,10,3190,1530,3,1998,860000
6762812609,2700,8,2700,0,4,1994,837500
6762813101,2430,8,1810,620,3,1989,791000
6762813161,1670,8,1670,0,3,1961,785000
6762813408,1630,10,1630,0,3,2006,767450
6762813416,4410,9,3400,1010,4,2006,765000
6762813471,1990,7,1130,860,3,1912,760500
6762813478,2730,9,2730,0,4,1986,760000
6762813479,3370,10,3370,0,4,1991,760000
6762813531,1540,7,1540,0,4,1923,759600
6762813725,2370,8,1650,720,3,1973,746000
6762813761,1540,9,1540,0,3,2011,742000
6762814630,2770,9,2770,0,4,1989,685000
6762815116,2560,10,2560,0,3,1986,658588
6762815370,3290,9,3290,0,4,2008,648000
6762815384,2500,8,1600,900,4,1978,646000
6762815466,1690,8,1690,0,3,2007,640000
6762816087,2910,9,2910,0,4,2012,610000
6762816243,4060,9,2150,1910,4,1977,603500
6762816660,1780,8,1600,180,3,2006,586500
6762816749,2630,8,1650,980,6,1974,583000
6762817029,1830,8,1290,540,3,1986,572000
6762817188,2650,7,1400,1250,5,1961,565000
6762817322,2070,8,2070,0,3,1996,560000
6762817757,2740,7,2740,0,4,1991,549000
6762817821,2730,7,1660,1070,5,1958,545000
6762817945,1050,7,1050,0,3,1925,540000
6762818032,1710,8,1570,140,3,2005,539000
6762818219,1820,8,1820,0,3,1993,532000
6762818220,2020,7,1430,590,4,1979,532000
6762818418,1540,8,1540,0,3,2004,525000
6762818594,1540,8,1540,0,3,2011,520000
6762818654,830,7,830,0,2,1920,519000
6762819081,2920,8,2920,0,5,2003,500000
6762819232,1520,8,1040,480,3,2007,499950
6762819566,1020,7,920,100,3,1930,489000
6762819627,2340,8,2340,0,3,1985,485000
6762820116,1800,7,1800,0,3,1956,470000
6762820272,910,7,910,0,3,1948,465000
6762820610,1420,8,1420,0,3,2006,455000
6762820692,2300,7,1170,1130,5,1967,453500
6762821406,1500,7,910,590,2,1942,437000
6762821787,2460,9,2460,0,4,2003,427500
6762822197,2060,7,2060,0,3,2007,418500
6762822276,2000,8,2000,0,4,1999,415000
6762822432,1840,7,1040,800,3,1952,411715
6762822806,1530,7,1530,0,3,1986,400000
6762822807,2260,7,1130,1130,3,1986,400000
